,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Invoice Month,Invoice Year,Invoice Day
199,West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,70.0,700,490000,49000,10%,Outlet,February,2021,Thursday
200,West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,55.0,875,481250,144375,30%,Outlet,February,2021,Friday
201,West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,60.0,875,525000,78750,15%,Outlet,February,2021,Saturday
202,West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,55.0,725,398750,119625,30%,Outlet,February,2021,Sunday
203,West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,55.0,700,385000,96250,25%,Outlet,February,2021,Monday
204,West Gear,1128299,2021-02-09,West,California,San Francisco,Men's Apparel,65.0,650,422500,190125,45%,Outlet,February,2021,Tuesday
205,West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,70.0,775,542500,54250,10%,Outlet,February,2021,Wednesday
206,West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,55.0,975,536250,160875,30%,Outlet,February,2021,Thursday
207,West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,60.0,975,585000,87750,15%,Outlet,February,2021,Friday
208,West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,55.0,775,426250,127875,30%,Outlet,February,2021,Saturday
209,West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,55.0,775,426250,106563,25%,Outlet,February,2021,Sunday
210,West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,65.0,700,455000,204750,45%,Outlet,February,2021,Monday
211,West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,70.0,800,560000,56000,10%,Outlet,February,2021,Tuesday
212,Kohl's,1189833,2021-02-17,West,California,San Francisco,Men's Street Footwear,35.0,700,245000,98000,40%,Outlet,February,2021,Wednesday
213,Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,45.0,700,315000,78750,25%,Outlet,February,2021,Thursday
214,Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,45.0,700,315000,126000,40%,Outlet,March,2021,Tuesday
215,Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,45.0,550,247500,86625,35%,Outlet,March,2021,Wednesday
216,Kohl's,1189833,2021-03-11,West,California,Los Angeles,Men's Apparel,50.0,500,250000,137500,55%,Outlet,March,2021,Thursday
217,Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,45.0,700,315000,63000,20%,Outlet,March,2021,Friday
218,Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,35.0,750,262500,105000,40%,Outlet,March,2021,Saturday
219,Kohl's,1189833,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,45.0,650,292500,73125,25%,Outlet,March,2021,Sunday
220,Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,45.0,675,303750,121500,40%,Outlet,March,2021,Monday
221,Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,45.0,525,236250,82688,35%,Outlet,March,2021,Tuesday
222,Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,50.0,450,225000,123750,55%,Outlet,March,2021,Wednesday
223,Kohl's,1189833,2021-03-18,West,California,Los Angeles,Women's Apparel,45.0,650,292500,58500,20%,Outlet,March,2021,Thursday
224,Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,35.0,800,280000,112000,40%,Outlet,March,2021,Friday
225,Kohl's,1189833,2021-03-20,West,California,Los Angeles,Men's Athletic Footwear,45.0,650,292500,73125,25%,Outlet,March,2021,Saturday
226,Kohl's,1189833,2021-03-21,West,California,Los Angeles,Women's Street Footwear,45.0,650,292500,117000,40%,Outlet,March,2021,Sunday
227,Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,45.0,550,247500,86625,35%,Outlet,March,2021,Monday
228,Kohl's,1189833,2021-03-23,West,California,Los Angeles,Men's Apparel,50.0,425,212500,116875,55%,Outlet,March,2021,Tuesday
229,Kohl's,1189833,2021-04-06,West,California,Los Angeles,Women's Apparel,45.0,625,281250,56250,20%,Outlet,April,2021,Tuesday
230,Kohl's,1189833,2021-04-07,West,California,Los Angeles,Men's Street Footwear,45.0,800,360000,144000,40%,Outlet,April,2021,Wednesday
231,Kohl's,1189833,2021-04-08,West,California,Los Angeles,Men's Athletic Footwear,50.0,600,300000,75000,25%,Outlet,April,2021,Thursday
232,Kohl's,1189833,2021-04-09,West,California,Los Angeles,Women's Street Footwear,50.0,625,312500,125000,40%,Outlet,April,2021,Friday
233,Kohl's,1189833,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,45.0,525,236250,82688,35%,Outlet,April,2021,Saturday
234,Kohl's,1189833,2021-04-11,West,California,Los Angeles,Men's Apparel,50.0,425,212500,116875,55%,Outlet,April,2021,Sunday
235,Kohl's,1189833,2021-04-12,West,California,Los Angeles,Women's Apparel,65.0,600,390000,78000,20%,Outlet,April,2021,Monday
236,Kohl's,1189833,2021-04-13,West,California,Los Angeles,Men's Street Footwear,45.0,800,360000,144000,40%,Outlet,April,2021,Tuesday
237,Kohl's,1189833,2021-04-14,West,California,Los Angeles,Men's Athletic Footwear,50.0,650,325000,81250,25%,Outlet,April,2021,Wednesday
238,Kohl's,1189833,2021-04-15,West,California,Los Angeles,Women's Street Footwear,50.0,650,325000,130000,40%,Outlet,April,2021,Thursday
239,Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,45.0,550,247500,86625,35%,Outlet,April,2021,Friday
240,Kohl's,1189833,2021-04-17,West,California,Los Angeles,Men's Apparel,50.0,450,225000,123750,55%,Outlet,April,2021,Saturday
241,Kohl's,1189833,2021-04-18,West,California,Los Angeles,Women's Apparel,65.0,625,406250,81250,20%,Outlet,April,2021,Sunday
242,Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,45.0,900,405000,162000,40%,Outlet,April,2021,Monday
243,Kohl's,1189833,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,50.0,750,375000,93750,25%,Outlet,April,2021,Tuesday
244,Kohl's,1189833,2021-04-21,West,California,Los Angeles,Women's Street Footwear,50.0,750,375000,150000,40%,Outlet,April,2021,Wednesday
245,Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,45.0,625,281250,98438,35%,Outlet,April,2021,Thursday
246,Kohl's,1189833,2021-04-23,West,California,Los Angeles,Men's Apparel,50.0,500,250000,137500,55%,Outlet,April,2021,Friday
247,Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,65.0,800,520000,104000,20%,Outlet,April,2021,Saturday
248,Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,45.0,950,427500,171000,40%,Outlet,April,2021,Sunday
249,Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,50.0,800,400000,100000,25%,Outlet,April,2021,Monday
250,Kohl's,1189833,2021-04-27,West,California,Los Angeles,Women's Street Footwear,50.0,750,375000,150000,40%,Outlet,April,2021,Tuesday
251,Kohl's,1189833,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,45.0,650,292500,102375,35%,Outlet,April,2021,Wednesday
252,Kohl's,1189833,2021-04-29,West,California,Los Angeles,Men's Apparel,50.0,700,350000,192500,55%,Outlet,April,2021,Thursday
253,Kohl's,1189833,2021-04-30,West,California,Los Angeles,Women's Apparel,65.0,700,455000,91000,20%,Outlet,April,2021,Friday
254,Kohl's,1189833,2021-05-01,West,California,Los Angeles,Men's Street Footwear,50.0,900,450000,180000,40%,Outlet,May,2021,Saturday
255,Kohl's,1189833,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,55.0,850,467500,116875,25%,Outlet,May,2021,Sunday
256,Kohl's,1189833,2021-05-03,West,California,Los Angeles,Women's Street Footwear,50.0,725,362500,145000,40%,Outlet,May,2021,Monday
257,Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,50.0,675,337500,118125,35%,Outlet,May,2021,Tuesday
258,Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,60.0,675,405000,222750,55%,Outlet,May,2021,Wednesday
259,Kohl's,1189833,2021-05-06,West,California,Los Angeles,Women's Apparel,65.0,650,422500,84500,20%,Outlet,May,2021,Thursday
260,Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,50.0,850,425000,170000,40%,Outlet,May,2021,Friday
261,Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,55.0,850,467500,116875,25%,Outlet,May,2021,Saturday
262,Kohl's,1189833,2021-05-09,West,California,Los Angeles,Women's Street Footwear,50.0,700,350000,140000,40%,Outlet,May,2021,Sunday
263,Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,50.0,650,325000,113750,35%,Outlet,May,2021,Monday
264,Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,60.0,650,390000,214500,55%,Outlet,May,2021,Tuesday
265,Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,65.0,700,455000,91000,20%,Outlet,May,2021,Wednesday
266,Kohl's,1189833,2021-05-13,West,California,Los Angeles,Men's Street Footwear,50.0,800,400000,160000,40%,Outlet,May,2021,Thursday
267,Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,55.0,800,440000,110000,25%,Outlet,May,2021,Friday
268,Kohl's,1189833,2021-05-15,West,California,Los Angeles,Women's Street Footwear,50.0,650,325000,130000,40%,Outlet,May,2021,Saturday
269,Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,50.0,625,312500,109375,35%,Outlet,May,2021,Sunday
270,Kohl's,1189833,2021-05-17,West,California,Los Angeles,Men's Apparel,60.0,600,360000,198000,55%,Outlet,May,2021,Monday
271,Kohl's,1189833,2021-05-18,West,California,Los Angeles,Women's Apparel,65.0,650,422500,84500,20%,Outlet,May,2021,Tuesday
272,Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,50.0,825,412500,165000,40%,Outlet,May,2021,Wednesday
273,Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,55.0,825,453750,113438,25%,Outlet,May,2021,Thursday
274,Kohl's,1189833,2021-05-21,West,California,Los Angeles,Women's Street Footwear,50.0,675,337500,135000,40%,Outlet,May,2021,Friday
275,Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,50.0,650,325000,113750,35%,Outlet,May,2021,Saturday
276,Kohl's,1189833,2021-05-23,West,California,Los Angeles,Men's Apparel,60.0,600,360000,198000,55%,Outlet,May,2021,Sunday
277,Kohl's,1189833,2021-05-24,West,California,Los Angeles,Women's Apparel,65.0,700,455000,91000,20%,Outlet,May,2021,Monday
278,Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,50.0,900,450000,180000,40%,Outlet,May,2021,Tuesday
279,Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,55.0,900,495000,123750,25%,Outlet,May,2021,Wednesday
280,Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,50.0,700,350000,140000,40%,Outlet,May,2021,Thursday
281,Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,50.0,700,350000,122500,35%,Outlet,May,2021,Friday
282,Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,60.0,625,375000,206250,55%,Outlet,May,2021,Saturday
283,Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,65.0,725,471250,94250,20%,Outlet,May,2021,Sunday
284,Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,45.0,475,213750,85500,40%,Outlet,May,2021,Monday
285,Foot Locker,1185732,2021-06-01,West,California,Los Angeles,Men's Athletic Footwear,45.0,275,123750,43313,35%,Outlet,June,2021,Tuesday
286,Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Women's Street Footwear,35.0,275,96250,33688,35%,Outlet,June,2021,Wednesday
287,Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,40.0,125,50000,20000,40%,Outlet,June,2021,Thursday
288,Foot Locker,1185732,2021-06-04,Midwest,Illinois,Chicago,Men's Apparel,55.0,175,96250,33688,35%,Outlet,June,2021,Friday
289,Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,123750,61875,50%,Outlet,June,2021,Saturday
290,Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,45.0,525,236250,94500,40%,Outlet,June,2021,Sunday
291,Foot Locker,1185732,2021-06-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,175,78750,27563,35%,Outlet,June,2021,Monday
292,Foot Locker,1185732,2021-06-08,Midwest,Illinois,Chicago,Women's Street Footwear,35.0,225,78750,27563,35%,Outlet,June,2021,Tuesday
293,Foot Locker,1185732,2021-06-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,100,40000,16000,40%,Outlet,June,2021,Wednesday
294,Foot Locker,1185732,2021-06-10,Midwest,Illinois,Chicago,Men's Apparel,55.0,175,96250,33688,35%,Outlet,June,2021,Thursday
295,Foot Locker,1185732,2021-06-11,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,123750,61875,50%,Outlet,June,2021,Friday
296,Foot Locker,1185732,2021-06-12,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,495,247500,99000,40%,Outlet,June,2021,Saturday
297,Foot Locker,1185732,2021-06-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,200,100000,35000,35%,Outlet,June,2021,Sunday
298,Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,225,90000,31500,35%,Outlet,June,2021,Monday
299,Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.0,75,33750,13500,40%,Outlet,June,2021,Tuesday
300,Foot Locker,1185732,2021-06-16,Midwest,Illinois,Chicago,Men's Apparel,60.0,125,75000,26250,35%,Outlet,June,2021,Wednesday
301,Foot Locker,1185732,2021-06-17,Midwest,Illinois,Chicago,Women's Apparel,50.0,225,112500,56250,50%,Outlet,June,2021,Thursday
302,Foot Locker,1185732,2021-06-18,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,450,225000,90000,40%,Outlet,June,2021,Friday
303,Foot Locker,1185732,2021-06-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,150,75000,26250,35%,Outlet,June,2021,Saturday
304,Foot Locker,1185732,2021-06-20,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,150,60000,21000,35%,Outlet,June,2021,Sunday
305,Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.0,75,33750,13500,40%,Outlet,June,2021,Monday
306,Foot Locker,1185732,2021-06-22,Midwest,Illinois,Chicago,Men's Apparel,60.0,100,60000,21000,35%,Outlet,June,2021,Tuesday
307,Foot Locker,1185732,2021-06-23,Midwest,Illinois,Chicago,Women's Apparel,50.0,225,112500,56250,50%,Outlet,June,2021,Wednesday
308,Foot Locker,1185732,2021-06-24,Midwest,Illinois,Chicago,Men's Street Footwear,60.0,495,297000,118800,40%,Outlet,June,2021,Thursday
309,Foot Locker,1185732,2021-06-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,55.0,200,110000,38500,35%,Outlet,June,2021,Friday
310,Foot Locker,1185732,2021-06-26,Midwest,Illinois,Chicago,Women's Street Footwear,50.0,175,87500,30625,35%,Outlet,June,2021,Saturday
311,Foot Locker,1185732,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.0,100,50000,20000,40%,Outlet,June,2021,Sunday
312,Foot Locker,1185732,2021-06-28,Midwest,Illinois,Chicago,Men's Apparel,60.0,125,75000,26250,35%,Outlet,June,2021,Monday
313,Foot Locker,1185732,2021-06-29,Midwest,Illinois,Chicago,Women's Apparel,65.0,250,162500,81250,50%,Outlet,June,2021,Tuesday
314,Foot Locker,1185732,2021-06-30,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,500,250000,100000,40%,Outlet,June,2021,Wednesday
315,Foot Locker,1185732,2021-07-01,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,250,112500,39375,35%,Outlet,July,2021,Thursday
316,Foot Locker,1185732,2021-07-02,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,200,80000,28000,35%,Outlet,July,2021,Friday
317,Foot Locker,1185732,2021-07-03,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,175,70000,28000,40%,Outlet,July,2021,Saturday
318,Foot Locker,1185732,2021-07-04,Midwest,Illinois,Chicago,Men's Apparel,50.0,175,87500,30625,35%,Outlet,July,2021,Sunday
319,Foot Locker,1185732,2021-07-05,Midwest,Illinois,Chicago,Women's Apparel,55.0,350,192500,96250,50%,Outlet,July,2021,Monday
320,Foot Locker,1185732,2021-07-06,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,575,287500,115000,40%,Outlet,July,2021,Tuesday
321,Foot Locker,1185732,2021-07-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,325,146250,51188,35%,Outlet,July,2021,Wednesday
322,Foot Locker,1185732,2021-07-08,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,250,100000,35000,35%,Outlet,July,2021,Thursday
323,Foot Locker,1185732,2021-07-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,200,80000,32000,40%,Outlet,July,2021,Friday
324,Foot Locker,1185732,2021-07-10,Midwest,Illinois,Chicago,Men's Apparel,50.0,225,112500,39375,35%,Outlet,July,2021,Saturday
325,Foot Locker,1185732,2021-07-11,Midwest,Illinois,Chicago,Women's Apparel,55.0,400,220000,110000,50%,Outlet,July,2021,Sunday
326,Foot Locker,1185732,2021-07-12,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,550,275000,110000,40%,Outlet,July,2021,Monday
327,Foot Locker,1185732,2021-07-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,325,146250,51188,35%,Outlet,July,2021,Tuesday
328,Foot Locker,1185732,2021-07-14,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,250,100000,35000,35%,Outlet,July,2021,Wednesday
329,Foot Locker,1185732,2021-07-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,225,90000,36000,40%,Outlet,July,2021,Thursday
330,Foot Locker,1185732,2021-07-16,Midwest,Illinois,Chicago,Men's Apparel,50.0,200,100000,35000,35%,Outlet,July,2021,Friday
331,Foot Locker,1185732,2021-07-17,Midwest,Illinois,Chicago,Women's Apparel,55.0,375,206250,103125,50%,Outlet,July,2021,Saturday
332,Foot Locker,1185732,2021-07-18,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,500,250000,100000,40%,Outlet,July,2021,Sunday
333,Foot Locker,1185732,2021-07-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,300,135000,47250,35%,Outlet,July,2021,Monday
334,Foot Locker,1185732,2021-07-20,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,200,80000,28000,35%,Outlet,July,2021,Tuesday
335,Foot Locker,1185732,2021-07-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,175,70000,28000,40%,Outlet,July,2021,Wednesday
336,Foot Locker,1185732,2021-07-22,Midwest,Illinois,Chicago,Men's Apparel,50.0,175,87500,30625,35%,Outlet,July,2021,Thursday
